maize	scallion	guava	mushroom	cabbage	lentil	olive	raisin	persimmon	caraway	kohlrabi	cauliflower	eggplant	nectarine	okra	clementine	leek	pumpkin	horseradish	basil	spinach	grape	chickpea	strawberry	oregano	ginger	parsley	tomato	mustard	butternut	coconut	huckleberry	type
45	130	1	113	125	194	47	139	141	107	1	67	115	2	113	14	0	62	0	1	1	47	1	0	84	28	128	0	0	2	88	35	4
44	0	2	248	161	78	66	223	1	143	1	260	87	0	0	10	0	172	313	1	1	207	357	2	105	34	73	23	0	141	144	0	8
263	18	0	197	93	131	87	77	432	54	0	153	17	54	298	273	179	151	14	170	4	84	467	206	122	165	72	102	0	353	78	399	13
11	169	2	18	68	111	100	64	243	102	0	159	70	0	184	130	0	26	0	0	0	212	0	2	41	110	51	0	4	3	24	278	4
52	65	0	2	44	2	85	242	86	49	0	150	240	64	157	22	27	45	118	32	0	13	172	144	152	91	135	202	4	51	79	67	13
52	280	0	112	73	23	11	21	935	17	1	140	88	113	408	22	222	121	148	241	1	30	97	189	62	79	176	274	3	49	95	43	13
183	1	115	85	113	25	20	38	1	14	197	91	181	150	2	191	223	76	3	467	109	138	0	31	54	57	85	1	57	0	48	1	3
75	549	403	55	105	82	233	78	179	57	103	29	52	2	189	58	1	103	4	1	393	139	0	0	33	42	51	0	131	0	140	143	6
246	308	0	51	142	23	68	135	160	115	0	150	28	0	210	48	1	130	3	1	1	68	1	0	76	26	210	0	0	2	3	159	4
96	210	2	81	47	57	22	124	471	23	2	72	42	85	202	70	9	288	0	213	0	56	1	49	33	261	214	0	1	2	97	343	5
146	2	138	118	3	423	105	297	1	19	489	104	218	152	0	157	180	26	70	253	231	41	382	303	9	76	124	164	46	638	95	1	11
165	0	64	56	79	49	346	220	2	22	123	194	20	190	3	23	224	13	126	86	90	39	147	228	87	144	67	389	63	326	37	0	11
22	3	87	29	297	249	125	209	3	50	707	300	20	18	1	247	153	73	31	37	42	138	219	183	158	4	56	67	111	220	185	0	11
63	275	2	2	23	72	84	183	357	106	2	310	239	0	21	58	3	83	63	1	4	218	115	1	68	23	82	311	0	218	48	31	12
185	251	133	153	43	108	104	173	216	221	40	9	26	1	99	58	0	87	6	0	216	224	2	2	25	47	78	2	159	1	117	123	6
158	0	3	48	90	42	266	209	3	33	0	372	65	1	1	66	0	147	0	1	0	6	1	0	59	467	67	1	1	1	10	3	0
119	144	5	36	35	204	94	138	79	129	1	27	193	551	106	47	346	118	192	206	4	50	364	13	193	8	95	234	0	143	60	95	13
5	1	1	51	140	117	1	105	1	48	1	59	107	61	1	225	157	99	0	101	1	7	1	41	114	17	91	2	0	2	46	2	1
11	299	0	425	296	40	37	48	252	13	0	116	13	180	49	96	187	146	150	246	0	167	81	36	130	103	79	29	1	144	99	214	13
120	228	0	95	42	74	61	116	158	7	0	326	72	0	84	45	2	31	206	1	1	39	381	1	200	331	13	105	0	191	151	412	12
78	83	103	128	30	93	33	102	409	162	71	156	209	92	256	34	147	107	0	49	49	33	0	276	45	40	21	3	91	1	163	249	7
119	191	0	149	86	48	105	52	297	21	0	51	52	1	44	85	0	37	129	0	1	72	178	2	141	121	140	348	2	253	47	371	12
187	1	0	201	194	127	106	62	5	217	1	144	29	0	1	30	1	37	0	1	0	222	2	6	22	135	20	0	0	0	12	0	0
30	356	141	14	14	83	29	8	210	64	134	181	74	1	6	63	0	39	194	1	154	145	40	0	75	49	121	206	38	79	50	204	14
129	1	329	78	112	7	38	82	0	46	107	4	32	0	0	6	0	31	50	2	98	138	67	2	20	78	149	283	23	341	148	0	10
92	121	364	85	87	45	101	18	312	97	200	53	158	0	118	30	0	153	140	0	94	229	493	0	129	228	84	218	107	300	45	381	14
186	1	170	62	118	174	61	110	3	288	262	166	7	234	0	367	18	242	1	370	123	138	1	481	24	12	25	0	85	0	86	2	3
112	2	0	146	77	77	37	2	1	7	0	62	57	1	1	105	1	109	210	1	0	35	572	0	7	97	237	147	2	476	160	1	8
10	0	0	21	221	204	167	20	0	50	1	196	57	0	1	203	1	70	3	2	1	77	1	0	69	64	111	0	3	0	25	0	0
135	2	44	66	90	144	64	197	3	61	183	45	12	382	0	59	79	70	29	287	13	137	192	172	130	78	15	23	610	38	115	2	11
4	72	1	139	197	57	89	31	129	72	1	29	53	0	72	98	0	132	0	0	0	141	1	0	18	104	56	1	3	0	23	187	4
139	273	0	9	130	61	79	37	176	74	2	81	15	48	478	305	331	113	1	168	0	41	3	28	20	174	26	1	0	2	80	95	5
176	2	0	154	91	212	247	11	2	130	0	77	39	634	1	72	186	43	0	214	1	141	2	181	70	207	82	5	0	3	61	0	1
54	248	0	33	27	121	170	63	222	113	0	102	57	103	276	19	338	287	525	507	1	44	452	258	256	80	13	82	1	107	46	54	13
137	153	171	30	96	240	14	36	260	156	77	59	93	163	126	69	100	150	252	318	120	127	527	224	91	188	89	154	142	365	90	185	15
79	351	196	138	174	76	155	88	93	26	103	48	29	0	129	66	1	160	54	6	191	147	89	0	132	125	47	180	23	102	24	34	14
30	339	0	36	51	17	78	38	232	98	0	31	31	4	145	103	2	21	230	0	0	104	5	1	57	143	77	382	2	238	135	319	12
221	287	1	58	53	70	118	0	249	2	1	119	94	33	219	361	644	114	301	95	1	68	116	128	35	87	42	205	4	34	304	257	13
224	0	0	73	21	25	131	83	1	38	1	121	127	278	1	176	25	34	1	17	0	4	0	487	69	148	271	0	0	1	133	1	1
33	144	24	250	30	83	30	173	89	51	265	95	13	272	280	224	190	184	198	451	189	50	122	36	202	52	96	396	74	40	62	72	15
70	373	309	86	373	156	101	62	105	16	376	91	306	0	163	113	0	40	2	1	199	53	1	1	22	17	173	4	290	1	70	360	6
82	13	0	53	17	98	105	23	183	36	1	235	182	202	47	98	253	84	198	21	2	38	344	248	82	286	126	138	0	14	70	387	13
13	158	282	23	51	144	100	97	193	144	308	154	42	0	151	78	2	1	0	1	115	12	1	5	68	20	38	0	74	4	26	157	6
111	132	1	41	256	103	118	34	175	104	0	8	131	74	212	40	96	190	127	530	0	20	189	130	25	121	214	193	1	184	49	232	13
66	76	0	56	183	131	131	293	136	29	2	76	50	2	311	226	0	3	108	0	0	80	254	1	155	133	98	145	0	148	52	441	12
261	105	0	113	278	204	211	39	216	134	1	67	130	1	366	221	0	82	0	0	1	88	3	0	172	38	127	0	1	0	32	35	4
229	81	125	69	27	154	192	212	224	48	125	115	159	4	197	197	0	20	184	3	53	53	133	2	184	41	31	117	94	513	84	79	14
33	0	0	27	260	112	62	58	0	45	1	57	47	0	2	98	2	20	0	0	0	132	0	2	60	37	82	0	1	0	80	2	0
255	129	63	42	27	42	24	46	98	136	470	58	23	0	81	247	0	198	35	3	71	98	64	0	244	295	32	127	162	126	212	187	14
12	2	2	295	44	71	21	58	0	282	1	146	27	2	1	107	3	40	447	1	3	7	115	0	164	111	50	12	2	382	97	3	8
40	373	23	20	202	70	48	15	210	46	201	246	234	3	198	98	2	127	0	0	281	36	0	1	44	60	88	1	325	1	63	137	6
29	2	0	129	79	201	55	132	1	31	0	18	95	0	0	93	0	71	2	2	0	141	0	1	234	44	62	0	0	1	14	1	0
42	2	32	217	84	118	96	175	2	200	81	56	90	82	0	38	350	20	192	139	276	70	48	42	35	46	334	64	24	36	142	0	11
128	253	0	77	170	118	13	113	132	280	2	163	80	0	213	89	1	136	115	3	0	52	35	1	109	94	125	208	1	380	98	95	12
13	4	3	102	6	19	83	76	2	163	1	80	68	140	1	79	199	52	136	62	0	18	176	225	20	129	50	138	0	287	9	1	9
25	66	204	8	50	157	75	47	180	114	194	91	16	0	84	31	0	60	0	6	100	23	0	0	163	80	78	0	108	1	58	224	6
60	0	1	133	79	72	51	139	1	43	0	138	50	0	0	96	2	250	15	5	1	12	174	1	53	346	79	81	2	99	54	0	8
103	221	60	43	27	85	316	25	230	144	129	70	128	216	58	55	57	89	379	70	134	166	48	220	22	97	66	100	73	190	81	78	15
43	48	1	162	24	48	90	123	340	129	0	52	106	502	89	15	9	63	1	452	7	161	1	261	50	53	72	1	1	3	61	30	5
73	4	0	221	28	13	51	231	0	110	0	22	321	46	0	43	12	74	3	329	2	106	0	71	156	23	44	0	1	0	127	3	1
188	0	0	146	33	187	48	176	3	71	1	61	11	175	1	28	247	46	97	45	1	151	215	148	387	85	173	353	0	66	3	3	9
45	1	2	16	62	44	122	146	0	61	0	351	52	0	1	287	0	109	150	0	0	66	349	0	103	156	65	371	0	75	120	1	8
100	2	87	219	28	73	67	212	1	113	274	32	72	3	0	234	0	150	353	1	85	19	251	0	20	68	233	62	233	265	15	0	10
66	398	30	21	88	71	126	392	55	115	244	156	170	2	136	49	0	49	450	2	12	166	16	1	38	33	184	357	221	101	40	85	14
92	1	207	206	238	83	228	70	1	22	251	110	79	0	1	85	0	33	57	1	517	109	57	0	49	180	125	54	105	600	155	1	10
86	441	63	47	6	20	22	29	109	62	183	162	221	393	336	40	198	70	1	66	18	68	0	610	139	179	24	1	100	1	38	223	7
188	1	0	27	55	57	49	34	1	118	0	67	71	4	1	87	2	56	0	2	3	154	1	0	8	74	45	1	0	0	24	0	0
113	104	107	141	127	61	79	300	206	8	108	91	52	0	434	162	0	178	90	0	611	75	72	1	62	146	43	202	67	82	203	677	14
378	109	286	10	36	39	280	98	271	4	6	16	99	2	407	232	2	94	83	0	299	5	227	1	6	20	14	316	230	210	208	167	14
93	2	200	255	92	264	197	317	0	178	138	22	20	2	0	133	0	209	101	3	271	88	283	1	153	115	64	68	144	256	49	2	10
17	60	2	49	62	27	69	40	43	185	3	19	14	230	173	44	504	151	3	20	2	169	2	348	195	106	84	0	1	0	200	227	5
48	297	337	143	50	50	127	248	29	211	214	158	313	55	143	152	54	61	162	229	87	40	150	236	52	46	50	47	224	125	27	237	15
38	0	0	48	45	179	56	570	0	23	0	55	53	1	1	127	1	31	0	1	1	209	2	1	34	197	60	0	0	1	125	1	0
26	155	2	35	34	20	88	187	252	72	6	56	99	2	253	80	0	127	69	2	2	12	377	0	10	306	13	316	0	135	53	222	12
98	0	1	89	148	93	141	424	4	39	0	289	86	261	2	49	353	147	1	391	0	86	1	24	24	253	18	3	1	1	24	3	1
172	1	0	184	135	63	243	81	0	302	0	42	147	4	3	142	5	32	0	2	0	83	2	0	54	23	68	0	1	4	273	1	0
104	109	1	126	241	11	15	200	75	81	1	40	25	158	10	164	115	342	372	269	2	39	132	133	110	42	149	547	1	255	115	571	13
15	23	1	169	262	61	85	80	242	50	1	265	164	121	112	36	9	255	298	210	1	93	309	69	88	50	131	135	3	368	48	62	13
250	0	85	22	23	240	62	80	0	103	96	46	94	23	0	125	320	45	1	46	274	59	2	262	270	107	44	1	112	0	49	2	3
127	257	72	249	91	20	101	106	371	80	108	16	93	1	12	93	0	43	2	0	28	40	1	0	32	74	86	1	129	2	326	54	6
21	0	262	51	63	206	10	124	1	59	249	91	100	157	0	162	76	122	587	244	78	126	257	558	4	41	125	102	322	417	57	0	11
119	99	260	118	49	154	211	82	408	12	250	40	79	0	211	167	3	105	244	1	140	54	178	1	131	33	152	237	228	62	355	75	14
27	0	0	190	193	259	85	209	1	32	1	294	103	166	0	35	166	59	0	274	1	60	1	68	79	70	121	1	2	1	64	0	1
103	78	0	70	355	103	15	143	136	24	0	40	114	282	403	64	295	112	2	86	0	170	0	14	148	53	68	0	0	1	68	222	5
61	444	0	188	19	8	90	73	293	213	2	158	140	212	26	201	77	221	149	182	2	185	4	38	63	28	222	123	2	256	79	231	13
41	0	1	102	37	34	141	161	0	72	4	48	145	168	2	31	83	301	5	136	0	68	1	96	29	41	230	0	0	2	32	2	1
134	0	58	369	140	40	204	63	2	152	136	91	51	0	1	4	4	84	68	0	79	51	164	2	11	190	136	132	241	464	48	2	10
294	0	0	22	31	96	334	98	403	155	5	30	136	2	480	168	0	140	426	1	0	40	84	0	326	273	164	281	3	259	532	12	12
152	57	1	59	117	31	131	101	456	299	1	56	161	2	107	73	0	350	1	4	0	114	0	0	74	142	44	2	0	0	33	105	4
116	0	707	129	97	71	93	58	0	260	160	146	157	112	0	124	211	44	39	41	97	32	128	86	203	9	125	313	40	530	87	1	11
32	5	188	35	25	6	103	64	3	136	203	135	226	1	0	200	0	0	2	1	276	375	5	2	238	84	100	0	836	0	86	1	2
109	243	490	16	186	20	29	102	19	38	115	214	36	1	14	215	0	45	480	0	167	94	71	3	62	76	190	400	111	89	289	260	14
36	2	3	20	390	15	193	166	0	105	3	178	46	73	1	318	64	36	268	145	0	50	839	199	81	51	49	132	1	313	53	0	9
288	126	147	92	168	190	89	39	183	144	148	42	36	311	11	15	127	106	23	32	152	64	311	237	32	54	76	138	10	92	66	224	15
135	209	138	93	42	11	132	20	205	151	198	106	35	2	241	196	0	62	0	0	224	121	1	0	21	75	68	0	277	2	83	222	6
207	1	176	60	86	49	9	3	0	5	180	122	59	158	0	172	296	68	6	171	127	168	1	38	73	163	69	1	194	1	34	0	3
188	300	0	45	154	48	75	87	193	60	1	196	130	1	11	116	1	111	1	0	0	160	2	0	120	28	109	3	1	3	67	387	4
68	1	0	53	24	724	275	222	0	102	0	17	30	37	0	45	185	58	481	202	0	58	185	40	163	27	139	705	3	729	146	0	9
121	273	105	126	51	3	11	56	147	67	433	94	110	253	17	142	257	194	203	59	501	43	293	21	20	53	9	62	41	47	40	196	15
23	0	321	68	44	79	33	72	3	60	51	58	106	2	0	39	2	60	111	2	177	191	38	0	186	116	69	169	147	150	116	3	10
31	1	743	175	194	35	142	234	0	51	454	31	24	466	0	224	55	76	40	224	78	81	41	313	40	129	491	39	91	16	30	0	11
154	350	180	38	116	114	103	26	428	102	185	60	89	5	246	19	1	40	85	1	161	197	3	1	276	21	106	179	289	168	287	238	14
11	0	334	224	282	37	418	37	0	9	79	78	42	1	0	58	1	69	137	2	0	233	107	2	51	52	247	203	34	252	33	2	10
143	295	1	53	68	153	176	106	68	13	0	132	130	0	245	32	0	129	1	2	1	100	0	1	193	64	52	1	0	0	89	137	4
197	135	132	168	6	72	50	120	435	58	44	89	61	1	78	185	1	12	249	0	113	29	180	0	24	41	185	38	308	595	205	503	14
214	0	449	31	70	282	194	101	0	72	298	36	25	2	0	18	0	32	88	3	75	139	69	0	36	107	114	312	26	125	55	1	10
52	0	362	34	24	179	58	165	0	28	177	40	170	1	0	50	0	189	2	0	94	55	3	0	18	101	35	1	142	0	61	1	2
48	0	468	25	112	10	115	0	1	61	41	187	80	2	4	179	0	41	80	0	162	126	763	1	219	40	122	79	27	138	8	0	10
29	0	3	45	294	103	84	106	0	9	2	45	92	134	0	354	174	88	0	299	0	24	0	66	208	133	194	1	1	3	276	1	1
183	1	0	120	83	26	31	159	0	46	0	75	106	128	2	84	141	135	199	180	0	67	209	253	100	24	62	48	4	186	164	0	9
34	212	542	132	245	64	65	151	77	63	537	141	129	0	182	24	0	26	2	0	99	135	2	1	36	139	46	3	262	0	178	44	6
220	112	301	83	91	176	45	30	301	88	358	67	60	0	124	49	0	75	406	1	11	236	123	0	40	10	105	128	59	184	15	92	14
164	0	1	38	65	103	45	48	0	91	0	28	95	2	2	19	1	142	1	0	1	136	0	0	114	147	107	0	2	1	174	2	0
38	95	0	150	62	13	92	225	84	30	1	120	136	155	238	140	110	17	333	541	3	3	320	419	52	73	35	83	2	125	194	245	13
77	1	132	31	71	272	91	17	3	35	339	75	47	149	4	88	278	115	141	161	244	18	159	391	153	108	266	132	84	123	86	2	11
22	0	96	170	53	297	113	126	0	70	261	34	107	0	3	57	1	71	3	0	53	78	0	3	88	59	131	0	91	4	61	1	2
156	0	0	84	50	213	205	70	2	132	1	17	52	0	2	31	3	131	2	1	1	195	0	0	92	253	156	1	0	0	23	0	0
332	248	1	82	60	32	158	117	203	144	0	6	51	464	377	93	32	82	1	244	0	142	3	34	14	36	20	0	0	0	166	74	5
138	1	4	170	132	117	78	82	2	141	3	72	224	177	0	62	113	137	143	265	0	41	285	112	121	7	75	67	1	405	67	3	9
159	345	9	7	170	185	114	27	8	134	558	91	20	5	149	86	4	61	71	1	250	139	68	1	92	94	231	33	436	16	129	54	14
130	197	1	104	248	70	36	117	241	129	0	164	52	0	64	262	1	76	4	2	2	127	0	4	217	163	42	0	3	1	43	301	4
11	718	353	191	141	61	64	93	370	32	44	88	41	91	6	97	337	23	3	64	121	44	0	128	61	218	200	3	166	0	46	394	7
91	202	0	80	10	100	142	16	42	114	6	47	51	0	112	81	4	48	1	0	0	149	1	2	52	47	18	2	0	1	85	103	4
59	40	2	151	46	100	99	113	154	62	0	84	167	65	244	66	786	33	1	429	0	94	1	53	51	61	29	1	1	2	66	455	5
186	0	43	67	21	72	47	219	1	6	140	406	239	193	0	22	8	134	68	75	86	42	148	69	88	75	51	32	146	168	233	1	11
30	263	1	60	125	7	159	43	132	226	0	94	25	123	155	210	179	9	0	334	0	133	1	102	65	87	395	0	0	4	6	17	5
4	465	0	21	16	154	20	126	546	52	0	105	51	0	59	22	0	201	169	1	3	25	205	0	260	117	169	133	1	534	350	327	12
49	0	84	247	72	162	53	13	3	89	100	268	100	262	3	141	87	70	1	223	83	31	1	195	52	137	34	1	78	2	39	0	3
63	90	0	108	270	112	46	30	221	217	0	416	113	146	146	20	41	12	115	125	0	31	205	208	91	119	117	157	1	92	111	153	13
44	2	261	114	447	99	16	110	0	233	146	159	34	0	3	17	0	485	1	2	152	94	0	2	157	114	5	0	66	0	26	0	2
388	34	2	129	80	36	116	88	50	228	0	25	175	3	245	93	2	127	2	0	1	180	4	0	90	4	40	1	1	0	97	125	4
51	0	216	74	28	133	105	32	1	175	351	145	57	0	2	60	1	87	23	4	207	186	249	0	311	78	76	623	98	294	112	0	10
27	0	93	40	74	26	78	37	2	83	374	44	112	0	2	55	1	77	43	0	122	15	182	2	102	66	276	6	113	111	97	3	10
28	0	124	196	268	8	22	175	0	118	158	8	59	5	1	443	3	116	2	0	28	129	2	1	102	132	6	1	17	1	219	0	2
18	0	335	157	184	86	43	129	3	36	133	151	144	0	0	72	0	32	24	3	60	121	422	0	29	38	78	119	307	150	33	0	10
24	120	158	75	34	67	120	152	173	99	189	40	171	0	118	38	2	94	1	4	134	103	0	3	20	194	11	5	138	0	53	62	6
114	1	2	143	316	72	32	26	1	169	0	85	109	2	0	116	0	195	0	5	0	155	4	0	44	64	177	1	2	1	58	1	0
21	1	148	89	92	54	67	52	1	110	159	380	25	2	3	63	1	153	404	3	476	23	168	1	23	180	230	224	365	111	134	3	10
58	0	357	87	329	260	183	174	4	30	30	37	172	217	2	188	483	3	272	49	186	163	84	585	161	39	46	24	35	424	61	1	11
84	2	214	162	86	52	74	62	0	58	400	62	72	0	3	32	1	42	292	1	71	36	66	0	137	262	11	194	255	285	141	2	10
15	242	1	19	39	402	89	64	230	58	0	21	172	5	51	44	1	72	298	0	2	89	219	2	49	42	199	473	0	20	155	36	12
57	93	91	115	128	91	26	300	295	20	68	137	28	310	114	31	82	73	194	74	39	138	91	189	88	76	31	51	390	107	88	312	15
92	0	174	232	62	92	30	81	1	61	140	119	60	1	1	208	1	155	307	3	116	144	157	0	18	46	68	285	140	126	232	2	10
40	85	86	14	107	2	101	57	144	269	78	54	61	60	315	64	260	101	439	240	365	161	210	592	178	13	21	500	341	111	29	234	15
123	59	122	33	79	147	95	2	150	356	244	10	65	0	450	37	2	90	1	3	104	89	1	0	33	30	32	0	348	0	17	449	6
239	1	77	142	100	84	106	174	2	278	70	18	153	1	2	224	0	251	221	0	81	75	300	0	22	83	148	97	345	16	1	0	10
105	0	227	190	129	7	130	115	0	80	147	47	262	3	2	70	1	195	0	0	320	46	0	0	100	83	19	4	52	1	49	0	2
155	1	4	56	48	114	127	96	0	65	3	92	25	3	1	35	0	116	148	1	1	118	109	0	142	132	61	36	0	407	60	1	8
62	73	126	52	243	99	31	106	229	54	153	44	9	327	25	16	196	11	462	212	68	44	73	129	250	176	132	262	225	291	193	14	15
99	3	522	57	52	29	39	67	0	60	73	212	187	0	3	99	0	17	147	2	90	148	22	3	105	13	166	97	147	20	175	0	10
306	2	0	44	71	111	64	70	1	53	2	66	51	3	1	80	0	47	58	0	0	161	44	0	41	21	189	136	1	201	38	0	8
274	4	0	156	18	197	18	35	1	38	3	69	80	0	2	70	0	83	639	0	2	72	1	2	32	83	114	123	0	224	276	0	8
101	0	2	42	28	67	99	19	1	223	0	9	30	3	1	155	3	81	0	1	1	39	0	1	129	103	76	1	0	0	122	0	0
148	108	1	138	42	124	46	423	269	86	2	42	31	35	34	49	53	175	0	347	3	179	1	510	82	45	6	1	0	1	37	80	5
232	303	2	24	11	81	156	64	487	97	0	67	86	2	161	148	0	30	319	3	2	196	119	0	52	165	153	108	2	483	236	772	12
209	0	0	23	60	38	136	282	0	75	0	26	59	0	0	8	1	142	197	1	2	187	320	0	86	81	220	192	0	125	21	1	8
141	1	130	156	24	269	60	202	2	30	258	204	179	0	0	115	2	33	1	2	151	69	1	1	270	87	27	2	131	0	118	1	2
69	0	27	92	89	215	36	35	1	100	280	130	138	4	1	12	1	87	2	3	165	224	0	2	6	74	114	2	39	3	157	0	2
83	0	85	9	256	94	42	70	1	62	198	73	0	0	3	20	1	26	0	2	228	175	0	0	94	183	80	1	269	2	31	0	2
63	113	92	538	94	250	23	62	69	194	469	52	78	62	702	65	94	189	4	122	53	96	2	365	112	81	149	0	148	0	269	349	7
30	226	42	64	39	77	57	72	368	123	343	26	181	224	74	39	439	127	947	273	216	22	176	204	277	12	202	145	328	151	28	90	15
195	144	283	94	29	99	65	21	256	37	241	73	13	2	23	41	0	33	304	0	116	5	112	2	80	114	111	456	208	189	43	269	14
184	150	85	114	191	14	147	53	73	192	164	167	36	2	547	9	1	62	2	0	191	159	4	2	83	129	217	0	137	1	114	189	6
9	0	381	40	87	45	146	78	2	86	60	49	12	92	3	133	71	198	0	46	61	70	0	360	65	204	38	5	271	1	44	2	3
143	0	0	32	62	151	88	180	0	162	1	199	159	26	0	73	265	147	128	93	2	70	266	13	136	191	176	72	1	349	48	2	9
44	312	244	4	70	125	75	44	738	42	222	167	106	2	67	9	2	204	0	1	148	86	0	0	16	170	21	0	304	3	178	631	6
253	294	3	120	180	37	40	56	229	161	0	165	198	2	47	81	1	35	189	0	1	151	15	0	127	181	17	199	1	55	52	59	12
136	1	0	14	169	29	59	82	2	59	0	91	6	3	1	28	0	20	25	2	1	220	186	1	37	118	60	91	0	366	59	1	8
60	2	82	98	36	100	85	76	0	63	68	40	244	180	1	106	34	43	205	442	158	65	234	118	83	51	65	66	342	121	222	1	11
157	0	24	161	125	95	72	104	1	59	45	50	139	0	1	21	0	84	39	2	280	94	172	0	127	152	8	127	257	53	29	0	10
18	93	1	35	26	21	50	37	439	124	0	30	12	572	88	45	93	149	183	59	0	33	135	98	101	32	93	131	1	172	59	88	13
47	401	2	146	128	6	91	195	580	168	0	54	155	0	567	9	0	149	184	2	0	66	42	0	157	292	19	720	1	261	53	119	12
87	314	1	152	393	116	196	22	228	126	0	122	76	242	115	113	285	57	3	293	1	110	1	52	16	355	35	1	0	1	31	85	5
82	0	0	41	15	69	38	146	0	152	0	12	59	2	0	6	0	77	2	0	1	132	3	0	146	236	24	1	5	0	123	1	0
74	127	24	80	27	49	134	195	492	83	152	213	31	0	150	68	0	54	443	0	133	150	127	4	4	22	18	289	13	203	75	321	14
50	11	183	58	109	211	41	197	108	63	98	61	64	30	74	155	233	197	393	163	179	508	11	145	89	102	113	75	148	231	76	386	15
32	0	0	127	121	5	15	146	0	58	0	8	54	0	0	24	1	49	0	3	1	167	0	1	26	98	72	1	0	0	68	1	0
23	361	0	78	20	57	21	21	111	26	1	208	134	0	96	254	2	143	2	0	0	168	2	2	25	173	186	1	1	2	65	129	4
228	262	1	81	34	141	144	22	118	21	2	35	50	92	13	31	448	116	187	180	0	159	181	246	136	102	69	174	1	130	92	282	13
169	4	94	68	179	31	63	91	0	104	286	36	13	5	0	183	1	107	1	0	167	75	3	0	157	178	54	2	35	1	207	0	2
30	2	309	52	61	187	59	51	3	161	202	96	167	85	3	149	156	16	96	72	80	154	144	349	100	65	80	82	416	114	3	2	11
235	405	105	67	492	115	35	133	326	49	23	364	93	0	140	71	0	55	21	0	32	13	28	0	38	67	73	123	450	886	36	178	14
75	0	405	198	77	26	149	225	1	75	272	251	58	0	0	86	0	17	3	4	151	54	201	2	20	120	96	284	157	64	176	0	10
153	181	107	169	10	54	107	108	125	132	86	97	2	3	104	50	0	158	220	0	239	23	258	1	135	25	88	72	133	152	67	56	14
116	46	0	97	1	247	66	82	25	208	0	73	21	186	143	274	63	145	4	115	0	133	2	265	65	114	134	3	1	0	219	308	5
114	167	1	34	176	57	22	10	169	21	3	109	163	2	584	113	0	282	1	0	0	72	1	0	135	203	30	0	0	1	609	154	4
334	1	156	17	99	270	98	275	2	79	154	69	85	1	2	264	0	58	2	5	241	35	2	1	32	67	70	1	75	3	75	2	2
45	2	305	45	38	29	163	32	0	83	18	77	64	3	1	102	3	67	86	2	152	117	394	4	93	235	198	75	74	121	110	1	10
174	458	0	58	122	101	79	162	321	174	0	91	168	16	331	48	90	60	148	87	2	57	366	80	318	227	121	146	0	240	25	198	13
76	312	1	73	59	43	20	82	68	29	0	87	213	171	54	169	156	248	231	120	3	71	42	92	140	118	54	513	0	45	7	119	13
206	0	149	44	130	62	72	56	4	72	206	144	27	93	0	76	218	79	314	298	64	81	345	242	22	143	110	142	336	345	8	2	11
153	73	296	88	94	169	146	247	186	144	132	59	29	172	79	35	237	144	164	267	394	166	305	79	131	128	22	220	181	259	184	372	15
122	861	135	26	111	50	94	150	271	71	326	30	116	279	150	36	353	63	6	578	64	67	112	82	67	177	26	217	208	221	81	301	15
63	99	34	29	149	44	34	79	203	13	175	125	138	160	134	29	61	100	0	381	121	22	2	66	118	31	118	0	233	2	101	295	7
82	0	1	90	79	131	228	122	0	109	0	29	80	1	2	82	0	38	264	2	2	226	56	2	106	58	61	175	0	152	194	0	8
51	3	0	142	66	13	16	21	2	28	1	266	381	113	0	29	26	58	0	103	0	68	1	517	189	130	162	0	0	0	197	2	1
33	2	680	41	168	23	161	82	1	16	153	49	32	0	0	114	0	140	0	1	43	174	4	1	152	91	40	1	89	1	55	1	2
35	356	0	181	172	324	94	37	78	266	0	328	33	1	53	74	1	127	68	1	1	30	212	0	249	94	42	117	0	296	113	78	12
12	1	2	95	61	103	202	63	1	53	1	28	71	2	1	93	3	182	1	0	0	101	0	0	31	149	119	0	3	1	9	6	0
144	0	0	70	47	183	58	60	2	247	0	27	245	141	2	19	310	87	1	140	2	28	1	65	18	60	80	0	1	1	154	0	1
110	1	2	100	29	53	172	43	3	62	0	106	125	76	4	19	251	55	270	436	0	146	242	455	43	73	164	49	2	149	63	0	9
74	1	108	142	59	136	132	104	1	445	116	129	78	2	2	120	1	42	1	2	97	34	0	2	98	2	36	0	322	1	70	2	2
23	0	60	17	86	140	66	103	1	88	125	95	250	2	1	19	0	188	73	0	55	105	48	2	126	52	114	119	164	384	138	1	10
101	231	1	24	52	56	73	163	133	235	1	177	91	263	111	43	25	22	61	82	1	23	75	123	30	381	60	122	0	231	56	125	13
43	203	146	280	119	147	101	99	229	207	177	118	34	2	220	37	2	25	0	0	786	97	1	0	110	146	144	1	397	3	64	138	6
291	140	107	112	7	29	39	161	202	54	24	95	172	2	46	188	0	136	0	2	106	51	0	0	257	15	363	0	416	1	160	412	6
132	1	2	69	322	190	17	69	2	113	4	120	133	85	0	59	191	65	85	365	2	206	154	421	140	11	83	240	1	300	93	2	9
46	1	189	64	55	9	18	42	0	132	223	64	60	192	2	69	55	89	228	179	174	147	219	129	103	122	111	358	115	28	91	4	11
77	639	1	47	51	362	23	16	366	71	0	39	39	1	30	152	0	61	1	0	0	16	5	1	111	113	93	1	0	0	143	115	4
42	2	512	154	509	35	56	68	4	108	269	52	111	0	1	40	0	57	280	1	178	150	222	8	68	128	20	139	238	107	64	0	10
