#gene	sample1	sample2	sample3	sample4	sample5	sample6
RP11-402G3.3	2560	6679	4489	1843	2334	2203
TNFSF15	827	3061	2243	2034	1543	2631
TNFSF8	823	923	923	801	712	858
TNC	298	108	155	387	165	61
DEC1	2771	2755	3288	3463	1171	2997
PAPPA	349	534	498	181	173	601
ASTN2	1500	2023	1755	803	617	869
TRIM32	422	628	375	544	262	424
TLR4	897	2109	4573	1703	2222	1487
BRINP1	258	107	355	152	348	222
CDK5RAP2	902	922	787	1077	840	812
MEGF9	914	935	888	477	520	675
FBXW2	3220	1963	4034	2285	3095	2237
PSMD5	3112	2951	3905	2987	3883	2301
PHF19	1368	1341	1339	989	526	614
TRAF1	1025	1363	1791	941	1155	1087
C5	1493	1021	1097	2002	1371	702
CNTRL	2802	2255	4797	5071	2286	2545
RAB14	1190	3883	5427	2985	1763	1676
GSN	4261	2744	2610	6054	3536	2894
AL513122.1	1082	774	857	1540	761	1541
AL513122.2	260	210	532	222	203	170
STOM	1792	1561	1676	850	753	1615
DAB2IP	8899	5700	8930	4744	3373	8136
TTLL11	1678	985	1925	744	1788	968
NDUFA8	2008	1191	1290	1314	487	1455
MORN5	18942	8267	9999	4791	16279	6008
LHX6	274	421	332	114	281	200
RBM18	3321	2394	4244	1187	1360	2576
MRRF	367	379	500	342	508	543
PTGS1	1611	901	947	809	523	899
OR1J1	1114	1727	1836	1717	1122	1456
OR1J2	3922	1935	6044	5428	3793	2109
OR1J4	936	1463	1788	687	852	1351
OR1N1	3167	1404	1875	2728	1232	2832
OR1N2	661	494	561	734	353	458
OR1L8	107	73	59	111	27	138
OR1Q1	342	257	137	210	209	271
OR1L1	1766	2604	1963	859	1289	1460
OR1L3	3015	1781	3202	2236	1984	1515
OR1L4	8609	5545	4155	6689	4612	4003
OR1L6	4786	7764	5977	2253	7718	5029
OR5C1	3754	4447	4382	3552	3011	2476
PDCL	3187	4298	2488	4313	2255	4307
OR1K1	1219	966	1169	857	167	612
RC3H2	1988	2419	2643	3049	2407	3000
ZBTB6	603	2585	3194	828	1715	1034
ZBTB26	4634	2142	3860	1507	1964	4080
RABGAP1	2260	2524	763	1483	1743	2462
GPR21	2376	1687	4847	3013	2066	2113
STRBP	1506	1209	856	284	446	517
CRB2	3938	3484	3550	1575	2612	2637
DENND1A	49	169	187	139	103	100
LHX2	6747	3614	3474	4357	2854	3351
NEK6	146	134	177	63	67	88
PSMB7	3689	2224	1219	2284	3782	1612
ADGRD2	2769	1224	2627	1030	1346	837
NR5A1	417	878	279	310	713	348
NR6A1	82	304	37	169	113	291
OLFML2A	256	309	180	168	474	390
WDR38	1690	2159	1160	1426	1277	1023
RPL35	236	176	304	214	102	160
ARPC5L	1905	1333	2584	2040	1557	1451
GOLGA1	2517	4646	2858	2234	2610	5713
SCAI	2467	1842	5003	1464	4384	4154
PPP6C	921	862	909	617	521	586
RABEPK	687	402	728	1145	676	296
HSPA5	14856	5291	5185	8028	5696	8626
GAPVD1	1150	2095	1991	1370	1987	1396
MAPKAP1	2208	1252	1582	1197	932	487
PBX3	5932	11464	10018	3878	7701	8026
MVB12B	3144	3884	1922	2221	2149	1435
LMX1B	2760	2016	6660	2225	3893	544
ZBTB43	2366	4775	6676	8316	6156	3474
ZBTB34	985	855	837	902	301	681
RALGPS1	1761	4679	1661	4848	1044	1477
ANGPTL2	4448	2304	4372	2933	2432	3058
GARNL3	1184	3048	2069	841	522	1483
SLC2A8	642	655	874	1314	632	711
ZNF79	156	90	78	73	122	179
RPL12	8664	8939	5904	5579	11417	6692
LRSAM1	544	2479	1101	1236	846	193
FAM129B	1610	1682	1763	1840	1178	1780
STXBP1	5780	2721	5163	4466	4605	4092
PTRH1	1274	812	637	985	1634	575
CFAP157	164	231	270	218	216	218
TTC16	3240	2456	6224	5593	1618	4406
TOR2A	2280	2855	1836	3030	2099	1255
SH2D3C	1651	2231	2974	747	1894	1921
AL162426.1	2421	801	1211	872	1093	669
CDK9	2181	3867	3382	1434	1898	3591
FPGS	5886	6412	4278	6179	3910	3310
ENG	396	587	641	290	501	292
AK1	4412	3411	1910	2052	4133	3285
ST6GALNAC6	1328	831	1241	342	822	925
ST6GALNAC4	2506	2076	3370	1541	2640	1248
PIP5KL1	2025	1301	1108	712	1702	586
DPM2	4435	4113	2232	2428	1536	1126
FAM102A	1904	3681	3788	2142	890	1704
NAIF1	369	1101	864	245	550	310
SLC25A25	1167	916	983	1101	1375	887
PTGES2	4063	7878	3897	2005	3422	1223
LCN2	2020	1149	1666	1966	2881	1545
C9orf16	1093	520	828	1397	734	1046
CIZ1	115	123	177	70	172	67
DNM1	4810	1330	1560	2409	1886	853
GOLGA2	3639	1945	2614	3234	1588	2769
SWI5	1688	3446	1470	675	1065	2551
TRUB2	4350	5127	2359	2675	1593	1630
COQ4	1413	2643	2164	1881	1702	1211
SLC27A4	438	944	838	412	390	622
URM1	8343	9580	7053	11739	3741	3450
CERCAM	528	348	284	650	450	429
ODF2	561	688	695	483	175	353
GLE1	3732	3989	2167	2824	2567	2439
SPTAN1	786	976	1333	1179	916	500
WDR34	25	4	14	16	24	6
SET	77	189	180	108	182	116
PKN3	11868	11087	6087	13500	10332	7012
ZDHHC12	1242	2507	1770	767	710	600
ZER1	1266	4561	1118	2269	587	1838
TBC1D13	798	319	576	392	441	1058
ENDOG	5432	4299	4578	5014	3040	4697
C9orf114	905	803	1624	1237	671	918
KYAT1	571	1063	1087	1163	845	405
LRRC8A	2441	3862	1893	1280	3865	2202
PHYHD1	6525	4936	9927	4697	5598	9165
RP11-101E3.5	9365	11607	23663	4732	11139	3982
DOLK	8726	4915	11430	8499	4628	9420
NUP188	15726	8805	10464	3565	10889	11432
SH3GLB2	5528	8130	10974	9794	11786	10116
FAM73B	3053	2308	4003	2235	1838	2550
DOLPP1	2470	2018	2944	1812	1604	2414
CRAT	1124	2164	2426	1594	564	961
PTPA	1119	1919	1598	852	1051	487
IER5L	1352	1608	1239	1069	394	859
NTMT1	320	526	244	102	126	250
C9orf50	3676	2909	5444	3758	4512	3956
ASB6	578	1103	1202	627	675	1056
PRRX2	1286	7869	5101	2447	3348	3082
PTGES	2956	7937	2591	1643	2658	1880
TOR1B	2588	3866	2544	3332	3308	2908
TOR1A	3355	3077	3279	2883	389	1935
C9orf78	6123	3592	8892	4678	3320	2683
USP20	6001	3419	3521	4941	3949	2508
FNBP1	174	524	626	863	524	659
GPR107	2189	1284	1230	758	1629	648
NCS1	7038	11512	10119	11240	7413	6603
HMCN2	2877	2618	1816	1576	1282	1409
ASS1	2492	4286	3340	2167	2404	3295
FUBP3	14852	14392	5668	9340	3119	4124
PRDM12	1538	3166	3505	1028	1251	1544
EXOSC2	1268	1568	1278	1230	1582	1210
ABL1	5381	3214	2718	2216	2731	2234
QRFP	4194	9497	12226	7304	3044	6931
FIBCD1	3634	3636	7533	1741	2278	994
LAMC3	3175	1615	1476	557	1036	1501
AIF1L	198	123	254	130	188	97
NUP214	982	371	951	571	612	344
FAM78A	127	124	124	107	83	109
PLPP7	1257	1109	1375	479	624	761
PRRC2B	1749	1140	537	1417	854	643
POMT1	22275	13157	9927	7416	11878	21068
UCK1	5105	10810	7637	3243	3403	1388
RP11-40A7.2	1650	1758	2268	1619	1774	1450
RAPGEF1	344	849	948	299	663	623
MED27	649	441	309	626	508	677
NTNG2	2555	2790	2316	3777	1567	1251
SETX	2226	4304	3207	4777	2018	2247
TTF1	51	39	60	33	41	26
CFAP77	592	866	1187	1265	719	753
BARHL1	57	18	11	64	10	100
DDX31	3366	12733	11737	6889	11400	14842
GTF3C4	3117	5433	4410	4468	1985	3263
AK8	975	307	575	438	402	181
SPACA9	367	131	350	351	151	273
TSC1	1572	861	2104	897	757	936
GFI1B	2524	4255	2496	4050	2442	2470
GTF3C5	376	76	149	172	46	115
CEL	5023	3450	1927	2532	2816	2209
RALGDS	8645	7024	2542	6377	1094	3350
GBGT1	632	1000	1759	742	585	450
OBP2B	2645	1211	1370	360	1276	713
ABO	73	71	71	20	48	45
SURF6	254	237	113	312	230	108
MED22	7317	2440	8881	3912	10371	4163
RPL7A	495	921	971	885	562	954
SURF1	767	2937	931	983	898	625
SURF2	774	741	1451	872	1367	1208
SURF4	16935	11467	16539	9160	16391	15196
STKLD1	1930	1905	2990	2605	1333	825
REXO4	3110	2948	6287	2958	3957	1839
ADAMTS13	1272	658	1060	1115	624	843
CACFD1	4045	3409	1105	1716	1203	986
SLC2A6	904	517	763	378	764	682
TMEM8C	1546	2892	698	2098	1092	1840
ADAMTSL2	1533	7348	6199	4159	4116	2461
FAM163B	35	101	74	58	46	23
DBH	1634	5681	2706	1371	3300	4374
SARDH	1164	2054	1586	870	1282	841
VAV2	3061	506	894	1340	1061	1404
LINC00094	3584	6577	3364	1080	2034	1224
BRD3	716	829	834	770	364	377
WDR5	9633	5322	11270	4343	7912	7793
RXRA	1885	1270	2803	1067	1177	961
COL5A1	3681	7908	7594	4015	2906	7975
FCN2	2620	5137	4631	5926	4738	3797
FCN1	2239	5476	6715	2391	2733	1506
OLFM1	3286	1498	2100	485	1283	1374
PPP1R26	427	1998	398	529	1162	782
C9orf116	7465	6902	3515	6892	5413	4873
MRPS2	120	200	235	209	140	96
LCN1	719	514	715	587	392	218
OBP2A	2624	2642	1395	1311	2737	1061
PAEP	1189	2635	3063	2150	3109	2205
RP11-98L5.5	690	242	329	403	787	576
GLT6D1	1189	2015	926	3016	971	1612
LCN9	1270	3086	1616	2908	1848	1946
SOHLH1	4399	3333	1449	1707	2495	1788
KCNT1	1843	1008	1173	924	1757	1075
CAMSAP1	22	14	8	8	8	13
UBAC1	107	51	100	76	103	59
NACC2	98	78	65	50	23	57
C9orf69	2410	3206	1726	1333	1965	3722
LHX3	632	1146	1917	293	388	521
QSOX2	5	14	8	10	4	12
CR392000.1	496	622	1149	937	374	702
CCDC187	1332	1254	1256	915	1857	736
GPSM1	1335	3285	2992	3059	2760	1501
DNLZ	2099	3718	3586	1816	2569	2153
CARD9	2069	2359	1410	1315	824	733
SNAPC4	10308	14712	7860	11669	8891	6501
SDCCAG3	293	311	346	199	150	177
PMPCA	1779	1748	952	1960	826	1353
INPP5E	670	490	651	354	325	269
SEC16A	1833	2772	3501	1655	856	2268
NOTCH1	322	548	863	136	796	333
EGFL7	1469	2681	3419	1862	2586	1158
AGPAT2	6638	7163	3819	4462	8015	7192
FAM69B	5368	6548	7641	6149	6573	2728
RP11-216L13.16	3728	3739	8333	3894	3634	5182
LCN10	5285	7102	4084	1176	3440	1790
LCN6	14058	13860	10770	11395	5329	12121
LCN8	172	167	179	98	71	149
LCN15	3543	983	5167	1254	2630	2571
TMEM141	787	673	926	676	573	729
RP11-216L13.17	3757	4942	6292	2355	2876	4911
CCDC183	383	340	308	421	250	115
RABL6	15842	6834	7635	9741	7991	4442
C9orf172	327	978	746	412	831	690
PHPT1	1087	1457	2517	1618	845	1251
MAMDC4	2167	3297	2668	1292	1287	845
EDF1	2279	3041	3139	1934	2999	1559
TRAF2	434	534	380	389	398	284
FBXW5	6891	4539	7847	5536	5475	7000
C8G	8004	8238	8389	5441	7463	6127
LCN12	3689	4156	3674	7756	2297	2412
PTGDS	4461	3514	4178	4123	4160	2794
LCNL1	2967	4433	1304	2481	2428	2125
C9orf142	1841	2349	1529	1533	488	2496
CLIC3	2247	1064	1325	841	456	650
ABCA2	2309	1999	4173	2516	591	1622
FUT7	7383	10120	3926	3606	6680	6724
RP11-229P13.27	220	683	459	165	280	242
NPDC1	3854	2228	1631	959	3587	1308
ENTPD2	440	856	610	103	236	369
SAPCD2	2550	2196	4153	3229	1288	3592
UAP1L1	11984	15603	22389	8933	10594	13650
MAN1B1	289	196	183	126	174	81
DPP7	3755	4126	2427	3296	3396	2402
GRIN1	14612	16729	17284	6733	11434	5694
LRRC26	1787	1406	1135	507	964	2004
RP11-350O14.18	2929	2623	2109	2567	3456	3664
TMEM210	1434	1081	2395	3067	1077	1343
ANAPC2	753	1084	418	630	480	503
SSNA1	6001	2087	4339	3724	2926	1339
TPRN	532	1214	426	1113	792	801
TMEM203	2046	1511	1993	1322	1259	2331
NDOR1	1528	2638	3226	1070	648	1243
RNF208	258	104	275	189	235	312
CYSRT1	3018	7121	2855	5083	4372	3057
RNF224	41	51	127	95	119	87
SLC34A3	69	51	37	16	40	21
TUBB4B	1396	1442	1127	420	516	1102
FAM166A	19189	7679	12043	7706	17868	15321
STPG3	811	1580	565	459	1112	764
NELFB	1552	957	1802	1365	1794	1416
TOR4A	4610	1815	2671	1477	1336	1463
NRARP	1923	4636	1632	2334	4678	1161
EXD3	3882	1524	2949	1587	1498	1170
NOXA1	1164	1836	1874	1028	607	550
ENTPD8	2627	3574	2523	1511	3489	1891
NSMF	73	118	49	144	57	166
PNPLA7	546	297	141	369	267	349
MRPL41	6753	8851	9801	11798	4902	4528
DPH7	1406	2052	2066	1044	619	1125
ZMYND19	1188	629	1131	824	1421	785
ARRDC1	4756	3187	5994	2478	3245	4296
EHMT1	810	1141	1071	703	938	951
CACNA1B	720	696	262	501	141	541
BET1L	50	86	45	98	50	33
SCGB1C1	360	226	279	119	162	191
ODF3	631	674	1008	593	911	413
RIC8A	4467	2862	5183	6828	5228	2863
SIRT3	644	649	231	213	263	259
PSMD13	176	257	167	131	121	130
NLRP6	339	467	1022	511	459	427
ATHL1	1293	984	1673	747	1112	1818
IFITM5	3524	3589	5741	2561	4131	2722
IFITM2	4720	10209	5790	3402	10594	4069
IFITM1	1895	816	1808	1026	1706	855
IFITM3	2069	4999	6053	2517	4095	5514
B4GALNT4	1732	3122	2133	1832	1042	1479
PKP3	18562	33047	27004	17559	13147	7736
SIGIRR	1074	457	550	1111	513	936
ANO9	5480	7208	4578	15002	3737	3366
PTDSS2	3672	4737	4719	6818	3894	5937
RNH1	1622	2257	1996	2268	1607	2411
HRAS	818	478	691	518	674	627
LRRC56	4232	4794	7531	2903	6387	2886
LMNTD2	122	267	97	100	103	129
RASSF7	20239	8317	5606	7240	14704	7939
PHRF1	4747	2974	5244	3757	5270	2142
IRF7	105	146	202	152	211	143
CDHR5	6	3	7	1	8	2
SCT	827	620	755	328	411	663
DRD4	675	297	312	291	301	506
DEAF1	629	444	442	552	622	491
EPS8L2	836	1204	733	692	324	538
TMEM80	230	301	294	208	352	372
TALDO1	885	1684	1299	654	380	1817
PDDC1	2644	3383	3746	1888	2439	2911
CEND1	10088	9190	8438	6331	9861	14036
SLC25A22	386	926	599	453	520	191
PANO1	5748	3016	3750	6810	6172	6350
PIDD1	263	216	179	458	152	79
RPLP2	485	226	680	301	191	333
PNPLA2	6165	4587	3271	3514	4687	2127
CRACR2B	2111	4664	1794	2956	4450	4548
CD151	1757	1292	1671	951	738	2479
POLR2L	1125	623	1253	764	344	992
TSPAN4	938	1769	1294	436	1041	720
CHID1	8248	3742	4966	3918	3969	3817
AP2A2	11469	11893	10744	12219	9429	9209
MUC6	637	912	667	400	707	460
MUC5AC	1514	7449	3731	1872	2248	1341
MUC5B	185	207	307	60	132	148
TOLLIP	836	998	1050	438	764	247
BRSK2	3323	2515	3480	2268	1295	2339
MOB2	450	286	254	157	324	349
DUSP8	3106	1398	4900	801	1080	2151
AP006285.2	486	1154	660	813	1681	534
KRTAP5-1	7302	5392	10054	5256	7975	7555
KRTAP5-2	1968	992	2421	2360	369	1342
KRTAP5-3	103	109	177	254	149	167
KRTAP5-4	10570	7393	10908	7994	4398	1944
KRTAP5-5	549	419	533	309	338	421
KRTAP5-6	598	259	583	513	390	440
IFITM10	1048	2044	2028	2317	2368	1172
RP11-295K3.1	293	437	329	301	690	570
CTSD	2382	1183	678	1261	734	749
SYT8	3532	4244	4292	4854	3886	3237
TNNI2	440	375	314	649	444	196
LSP1	198	186	136	92	228	188
TNNT3	1812	2000	2412	608	1839	1208
MRPL23	2244	2029	4420	3171	2358	1679
IGF2	1048	929	1876	1704	681	997
INS-IGF2	3521	3572	2366	3366	1628	3810
INS	5507	8538	7093	5036	5822	3165
TH	3925	2461	3085	3871	1902	4132
ASCL2	2695	1842	3343	2147	852	1541
C11orf21	3203	2422	5117	4890	3281	2809
TSPAN32	619	901	804	1136	402	959
CD81	1788	653	559	782	879	973
TSSC4	13190	8941	7976	7939	11299	11981
TRPM5	431	548	439	308	127	309
KCNQ1	4342	7218	11723	2965	5912	4562
CDKN1C	2336	6554	3032	1527	2406	4761
SLC22A18AS	5051	5708	8425	4932	3487	1542
SLC22A18	4879	7550	4985	4341	4055	2792
PHLDA2	11689	8120	4472	3007	6407	3642
NAP1L4	6761	5090	4162	3139	1397	4106
CARS	1042	487	1198	538	806	611
OSBPL5	97	164	199	161	71	148
MRGPRG	3248	6051	4505	3087	3534	4144
MRGPRE	24	47	58	35	37	41
ZNF195	2432	6578	3451	3994	2924	2251
ART5	6705	4980	6918	2381	3151	6173
ART1	1492	992	2326	1000	2151	1101
CHRNA10	3572	2244	1540	877	2807	2600
NUP98	482	827	969	331	403	221
PGAP2	4549	2029	4340	5059	3278	2553
RHOG	13521	10497	15275	14695	13296	10391
STIM1	10543	4493	9733	5038	4206	10692
RRM1	3152	4479	4949	1563	2042	3524
TRIM21	1019	1313	1843	1277	1023	1427
OR52K2	1902	1829	1856	2473	1427	2089
OR52K1	573	372	524	307	459	353
OR52M1	1650	2789	2832	685	797	1287
C11orf40	2673	2670	2158	1513	3176	2714
OR52I2	2840	2525	4455	6013	3252	5331
OR52I1	2114	4063	2242	863	719	1053
TRIM68	1928	4185	3187	1439	2310	1560
OR51D1	244	176	311	339	279	193
OR51E1	43	178	182	107	65	93
OR51E2	1459	1585	1701	1045	2151	1708
MMP26	1310	2309	1106	191	818	1148
OR51F2	295	95	129	57	150	139
OR51S1	8301	5617	6800	2258	1857	9002
OR51H1	464	1012	500	345	403	854
OR51T1	3336	2789	3866	3012	853	2312
OR51A7	397	473	315	163	146	192
OR51G2	1378	1593	3018	858	1663	2059
OR51A4	5345	3868	1514	2997	1489	2253
OR51A2	973	631	708	662	337	1230
OR51L1	1695	2087	3059	1300	3686	3017
OR52J3	1580	1735	2103	2075	1397	1650
OR52E2	2019	2003	3825	916	1290	2277
OR52A5	2022	2489	867	861	975	1570
OR52A1	4159	3316	4799	3292	5500	2384
OR51V1	8598	5602	11365	1969	8105	3621
HBB	16	12	20	14	13	17
HBD	732	1342	427	1630	1381	1418
HBG1	935	1786	2075	852	1459	674
HBG2	3851	971	1801	1715	1908	2791
AC104389.2	2453	4059	1672	1626	1558	2365
AC104389.1	4522	4948	4707	4630	2354	3730
HBE1	4958	2499	4332	6193	5389	4416
OR51B4	135	182	170	82	45	57
OR51B5	1009	1234	803	1159	728	304
OR51B6	1132	1391	1071	2349	1162	2320
OR51M1	6205	4057	4495	3355	1482	3010
OR51J1	6387	7851	9672	6269	8999	13983
OR51Q1	7123	5498	3374	3311	2702	4147
OR51I1	988	885	1056	651	1339	1212
OR51I2	1646	2236	1931	1955	1553	1404
OR52D1	5962	8961	2342	2023	6610	6238
UBQLN3	1161	1649	811	750	1118	864
UBQLNL	280	308	274	200	652	349
OR52H1	2019	2051	842	880	1659	944
OR52B6	592	849	1324	573	1008	537
TRIM6	5135	9858	10096	9496	8285	6475
TRIM6-TRIM34	4291	3008	4431	2357	4518	1901
TRIM34	906	4480	3656	2725	1814	2166
TRIM5	1276	1118	1354	641	747	1073
TRIM22	7096	7103	9589	6295	3521	7716
OR56B1	2034	1294	1460	2082	829	1172
OR52N4	1138	2431	2778	1280	1699	1020
OR52N5	1146	1220	2281	2596	1470	2451
OR52N1	2884	2983	8141	3708	1848	4680
OR52N2	83	79	89	71	59	130
OR52E6	2360	2900	1393	1977	1070	1589
OR52E8	1869	2903	2431	1493	1599	3046
OR52E4	550	1220	1433	708	580	662
OR52E5	841	1264	1744	948	429	628
OR56A3	1700	1772	1734	1084	1400	571
OR56A5	502	282	760	474	533	569
OR52L1	3793	2576	1222	1550	1125	1659
OR56A4	13522	4661	7637	3891	3773	6690
OR56A1	1231	944	936	762	551	758
OR56B4	18033	12832	15462	23600	8458	9013
OR52B2	823	983	851	822	933	947
OR52W1	1808	2174	789	3855	846	1102
C11orf42	3573	7444	3701	3960	2899	2671
FAM160A2	6610	6996	3739	11280	4134	12165
CNGA4	1055	1261	619	404	462	214
CCKBR	3182	5132	1398	1908	2101	4961
PRKCDBP	1972	4107	2061	1625	3538	2072
SMPD1	127	105	240	153	99	141
APBB1	6449	8437	10112	6613	4846	4579
HPX	947	2203	1606	2351	956	2070
TRIM3	1777	1433	2000	921	1067	1370
ARFIP2	4304	3388	3089	3253	5292	2687
TIMM10B	13625	15094	4488	7891	12483	7825
DNHD1	7491	3206	7154	4877	8656	8782
RRP8	2833	2393	2552	2678	1541	2143
ILK	4014	3417	8202	3391	3503	3047
TAF10	2222	8159	4578	3392	6036	2706
TPP1	830	964	760	772	245	504
DCHS1	5237	1544	2363	2962	2143	1395
MRPL17	2967	1919	2365	1160	695	879
OR2AG2	2508	798	1865	956	1914	1868
OR2AG1	4865	3571	6189	4668	1952	2223
OR6A2	774	550	1259	1023	1222	1236
OR10A5	5046	2681	2868	1370	3307	1577
OR10A2	1412	2046	3153	1494	1450	2603
OR10A4	2410	1187	1871	1275	2474	2268
OR2D2	3877	4259	5646	4035	7356	5180
OR2D3	1425	711	1528	466	549	621
ZNF215	8463	4709	13604	7434	9552	8069
ZNF214	2024	1003	786	1288	504	1880
NLRP14	107	194	73	42	108	92
RBMXL2	8882	8377	11976	2150	11816	4556
SYT9	2155	776	1783	1045	651	780
OLFML1	3529	10263	5775	6137	6707	9312
PPFIBP2	1849	859	1733	667	2073	865
CYB5R2	8173	12183	19709	21508	14290	18363
OVCH2	2377	6312	4725	5531	1552	2968
OR5P2	3482	1607	2633	1135	2209	2837
OR5P3	6151	3422	7004	4236	3087	4128
OR10A3	1813	1577	3419	1508	1024	1471
NLRP10	2615	2216	2521	909	2563	2061
EIF3F	551	826	784	275	262	458
TUB	1957	1492	6096	4287	3147	8260
RIC3	3847	1389	1957	482	1478	1192
LMO1	336	206	196	167	123	141
STK33	4775	4612	9889	6233	2573	1732
TRIM66	3657	1895	7545	2386	2444	1712
RPL27A	7699	7690	3670	4107	2666	4815
ST5	1337	1474	1442	897	825	827
AKIP1	1458	3382	4123	3076	2340	2551
C11orf16	43	40	33	21	18	1
ASCL3	408	386	506	184	370	619
TMEM9B	868	1221	1123	1113	888	1037
NRIP3	1220	1100	1269	715	484	531
SCUBE2	626	954	1159	1463	579	825
DENND5A	812	1372	1026	909	624	955
TMEM41B	15639	5945	9082	4561	4162	5807
IPO7	1637	3960	832	1623	1262	1666
ZNF143	12261	13696	27693	7377	12921	8190
WEE1	1137	3386	4414	3087	2335	1365
SWAP70	1028	2132	1779	660	1321	726
SBF2	1236	796	923	343	350	774
ADM	522	454	312	640	366	497
AMPD3	5262	3863	7627	6136	7190	3512
MTRNR2L8	98	120	39	132	49	78
RNF141	84	117	63	74	176	45
LYVE1	6038	9289	2709	3468	3233	1599
MRVI1	4105	2043	3288	2464	1994	2582
CTR9	2638	3166	2465	1362	1323	2500
EIF4G2	883	1584	2043	1128	1033	1376
ZBED5	2849	2246	3069	1512	1630	1206
GALNT18	1876	3886	2010	2375	2124	1727
CSNK2A3	2122	1146	735	1108	770	1005
USP47	398	705	993	910	425	265
DKK3	7092	8499	2910	6536	4168	3744
MICAL2	869	307	1152	274	517	1250
MICALCL	3719	3006	6421	4804	2651	3446
PARVA	5	3	5	11	5	9
TEAD1	1394	913	891	1338	1094	1372
RASSF10	2236	3153	1740	3119	1192	1363
ARNTL	87	56	79	36	54	68
BTBD10	358	663	936	227	619	755
PTH	1291	1982	2436	3509	770	2065
FAR1	8934	10198	10586	7744	5203	7676
SPON1	1533	1691	1115	272	612	804
RRAS2	312	475	366	99	382	417
COPB1	1385	1934	2196	1308	1662	1481
RP11-140L24.4	910	1040	1551	657	271	1240
PSMA1	7702	3926	4059	4319	4907	2807
PDE3B	2817	7228	1644	3359	1802	4757
CYP2R1	420	199	206	168	188	254
CALCB	5781	4219	5902	5150	4067	4199
CALCA	9426	6215	8502	5165	3401	8505
INSC	775	1091	954	635	1730	829
SOX6	2919	8728	5707	2239	2559	3621
C11orf58	1392	2874	899	1513	1815	1732
PLEKHA7	7750	10251	4770	4543	3333	3459
RPS13	761	582	1252	1264	672	781
PIK3C2A	2988	1272	2108	1323	1402	2458
NUCB2	2610	3330	1964	1962	2509	889
NCR3LG1	2905	2681	3351	1959	2123	5630
KCNJ11	2721	1704	1250	1822	957	2705
ABCC8	834	1596	737	886	1118	858
USH1C	1234	428	251	319	365	614
OTOG	1051	1187	1132	914	1529	1530
MYOD1	2786	1161	1942	2831	1984	2605
KCNC1	123	196	122	43	84	88
SERGEF	1422	1252	728	426	742	1481
TPH1	2736	3995	5627	2192	2123	1565
SAAL1	10	10	13	10	24	11
MRGPRX3	7071	8309	16482	6249	12125	3999
MRGPRX4	1542	1074	1315	599	543	471
SAA4	51	104	108	64	35	61
SAA2-SAA4	182	209	268	159	166	260
SAA2	4316	5729	2976	2961	2214	3868
SAA1	306	307	170	480	284	415
HPS5	3787	6750	4075	6328	4746	3520
GTF2H1	1003	1062	1664	373	756	621
LDHA	412	444	940	211	279	658
LDHC	263	511	469	266	323	109
LDHAL6A	1384	6331	3625	3424	3320	2499
TSG101	1510	2134	4410	1695	574	1885
UEVLD	1435	1558	548	402	796	803
SPTY2D1-AS1	1055	2265	3159	2680	3430	2370
SPTY2D1	2829	2632	3630	1126	1100	2444
TMEM86A	3362	3104	1975	800	3361	3548
IGSF22	6310	3144	5945	3058	5338	3594
PTPN5	3711	3062	1969	3409	2512	1086
MRGPRX1	6976	4717	5151	6072	3569	4660
MRGPRX2	1248	2382	2628	1171	1148	1083
ZDHHC13	2334	3389	4585	1611	1827	1306
CSRP3	434	660	726	279	205	324
E2F8	1498	1278	4286	604	1228	3345
NAV2	6795	8488	4777	2387	2324	7160
DBX1	137	141	99	116	142	149
HTATIP2	22846	9340	7683	5430	9438	10742
PRMT3	1811	1570	4632	2855	2510	1610
SLC6A5	4031	2758	8361	3339	4358	6702
NELL1	6031	5634	1882	1446	3416	2715
ANO5	1718	2382	4150	2198	2246	1049
SLC17A6	3459	2752	4515	2463	1423	2382
FANCF	1390	1542	1707	490	877	1523
GAS2	283	527	686	384	479	253
SVIP	4995	3506	5940	3349	5674	8532
CCDC179	3922	810	3091	3858	1797	2356
LUZP2	3290	5287	8798	7485	5618	3470
ANO3	1920	1687	1930	2003	1071	1162
MUC15	4643	1426	3280	1477	3102	2587
SLC5A12	1358	848	1343	1324	1109	936
FIBIN	367	185	243	117	269	218
BBOX1	810	677	610	497	433	449
CCDC34	623	465	348	298	290	374
LGR4	1584	3142	2436	1038	452	914
LIN7C	2374	2382	3839	2915	1613	1581
BDNF	1356	942	956	2031	684	1645
KIF18A	3470	1533	1985	2267	3839	3289
METTL15	1845	2405	1738	2055	2365	3960
KCNA4	2888	3719	2160	1847	1223	1309
FSHB	3882	3437	6944	5715	5724	3790
ARL14EP	122	128	133	51	59	94
MPPED2	1512	3077	2780	3165	802	1160
DCDC1	1801	1005	337	779	1062	1382
DNAJC24	6239	6339	9954	6122	3723	3516
IMMP1L	1111	952	1733	289	1120	839
ELP4	1883	1242	884	2334	1626	1783
PAX6	625	1499	471	538	319	845
RCN1	223	599	270	193	313	249
WT1	345	464	598	324	499	522
EIF3M	3987	3089	1348	2350	1421	5031
CCDC73	54	126	95	46	113	68
PRRG4	1793	1706	2176	3865	2066	2004
QSER1	305	258	329	330	345	233
DEPDC7	429	824	1338	496	1178	1078
TCP11L1	2034	2227	1780	3081	1937	2248
AC131263.1	1899	2099	2787	1804	1110	3742
CSTF3	1187	991	1323	758	977	1086
HIPK3	3715	9456	7327	4598	8247	4543
